,original_sentences,adversarial_sentences
693,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.","Get 3GBP in your voice tone, reply lionm 4 or lionp 4. For 4 more go 2 www.ringtones.co.uk, the website is free. Tones 3GBp network operator rates apply."
694,PRIVATE! Your 2003 Account Statement for 078,advertisementadvertisement
695,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","YOU MIGHT ALSO WON!* 4* Costa Del Sol, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max Call 09050090044 Now, SAE, TC s, Pobox334-POBox 334, Stock Port, SK 38xh., Cost£ 1.50-pm,Max10mins"
696,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,FREE for 1st week! If u want to tone 4 ur mobile every week just txt me to 8077-7000 for txting and tell ur friends. POBox 36504 W45WQ. $150p/tone
697,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,Get your summer ready for summer with a FREE selection of summer books and magazines worth £33:50 only with The Scotsman this summer.One stop go2 go
698,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p","3G 2G 3G Videophones are yours. call 09063458130 now! videochat widows, chat with mates, play java games, listen to polypH music, and more. bx420. ip4. 5we. 150p"
699,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,TXT AUCTION - A BRAND NEW CAR 7250 is up 4%! Auction is FREE if you register & take part! Txt your phone number to 86021 now!
700,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,ree entry in a Txt comp for a chance to win an entry (Text Txt POD to 80182 to get entry and txt rate) T&C's code is 08452810073 for entry.
701,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,"Our records indicate that you maybe entitled to 5000 dollars in compensation for the Accident you caused. To claim your claim, reply with CLAIM to this msg.Reply with txt STOP"
702,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic","Spook up your wallet with a $20 gift card of a logo & pic, plus a free txt CARD. Send to 8007 zed 08701417012150p per logo/pic"
703,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,Call only 1 pence per minute. Call from a fixed line via access number 0844 861 8560. No charge. Direct access!
704,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","YOU MIGHT ALSO WON!* 4* Costa Del Sol, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max Call 09050090044 Now, SAE, TC s, Pobox334-POBox 334, Stock Port, SK 38xh., Cost£ 1.50-pm,Max10mins"
705,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,How do I get my mobile phone? Update for FREE to Oranges latest and greatest camera mobiles & unlimited data. Call Mobile App on freefone 08000839402 or 2StopTxt
706,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,Karen (25/F) is inviting you to be her guest on FRND or NO-440 See her: Facebook | Twitter | Send email to FRND to 62468
707,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,PRIVATE! Your name and Social Security Number Statement for <fone> shows that you are a member of the I. M. Group. Call 08715203656 Identifier Code: 42049 Expires 26/10/04
708,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,"YOU ARE CHOSEN TO RECEIVE A WINNER AWARD! Please call claim number 09066364311 to collect your prize, which you are selected to receive as part of the prize package."
709,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch,If you know someone who is trying to contact you via our service! To find out who it could be call from your mobile or landline.
710,Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,* Please call 09061213237 from a landline. £5000 cash or £1000 checks await. T &Cs PO Box 177 M227XY.
711,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy","If you don't, your information will go to another website at www.t-c.biz/c-c-b.Address: Suite 373 London W1J 6HL Please call back if busy"
712,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,"URGENT! The Mobile World Congress has been awarded with a £2000,000 prize. Call 09061790126 from land line. The event is scheduled for 12hrs only 150ppm"
713,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18","URGENT! You have won a 1 week FREE trial in our £100,000 T&C Jackpot! Txt.com is now accepting entries. CLAIM to No: 81010 T &C JACKPOT POBOX 4403LDNW1A7RW18"
714,Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,* Please call 09061213237 from landline. £5000 cash or credit card for luxury villas in the Cayman Islands. We await your T&Cs. PO Box 177. M227XY. 150ppm. 16+
715,XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription,1 r & ur either £500 CD gift vouchers & free 2 r £100 CD gift voucher 2 r txt MUSIC to 87066 TnC.
716,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50,Get the official T-Shirt ringtone or colour scheme on yer mobile for tonights. Text TONE or FLAG to 84199. Optout txt to STOP. W111WX £1.50
717,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020","u/txt STOP 2 TEXTCOMPENT wkly 1st wks free as follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP two wks 08712405020"
718,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),"Call 09095350301 and send our money into the bank. Just To confirm, call 08712460324 (interest rate)"
719,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,"For more information - if you are interested in SiPix, call 09061221066 fromm landline.com within 28 days."
720,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,"A £400,000 REWARD IS WAITING FOR YOU! The Daily Mail has randomly picked winners from our loyal readers to receive a £400 reward. Just call 09066380611"
721,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,IMPORTANT NOTE: This is a final contact. You have been waiting out our deadline to contact the dept. on 13/4/04. Call 08717507382 NOW!
722,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,I have had two of them. Only started after i sent a text to talk to you last night. Any thoughts what do you think or feel?
723,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,The current leading indicator is: To this day OUT. 08718726270
724,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022","Free entry to the gr8prizes, which gives 4 a chance to win the latest Nokia 8800, or £250 cash every year. GREAT NEWS! 08715705022"
725,You have 1 new message. Call 0207-083-6089,advertisementadvertisement
726,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,advertisementWould you like a call from Santa Xmas? Call 09058094583 to confirm your location
727,You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,You have won a guaranteed 32000 award or maybe even £1000 cash to give away. You can call free on 0800..... Its a very small number wat do u think???
728,"Latest News! Police station toilet stolen, cops have nothing to go on!",Latest News! Police say cops have been arrested
729,"""For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk""",Tickets for sparkling wine from £10 per person; call 0121 2025050 or visit www.ticketmaster.com
730,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,December only! Want to update your mobile 11mths+? You are entitled to update to the latest version of your mobile for Free! You can also update your Mobile App for FREE on 08002986906
731,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,Txt: CALL to No: 86888 & claim your number of 3 hours talk time to use from your phone right now! Call within 3hrs of your call.
732,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡,advertisement
733,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,Get your summer ready for summer with a FREE selection of summer books and magazines worth £33:50 only with The Scotsman this summer.One stop go2 go
734,"URGENT! Last weekend's draw shows that you have won £1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm","URGENT! Last weekend's data shows that you have £1000 cash on hand in Spanish. CALL NOW 09050000332 to book. T&C: RSTM, SW7 3SS. 150ppm"
735,URGENT We are trying to contact you Last weekends draw shows u have won a £1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,Call 09064017295 We are trying to contact you Last chance to win £1000 We have won a £1000 prize GUARANTEED Call 090 64017295 Claim code K521212 12hrs 150p pm
736,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,2p per min to call 08448350055 from your BT box. Just 2p per minute. Check your phone for info & T's & C's. No need to stop to check out
737,Marvel Mobile Play the official Ultimate Spider-man game (£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,Android & Mobile Play the official Ultimate Ultimate game (£4.50) on your mobile right now. Text SPIDER to get the code for the game & we ll send u a FREE wallpaper
738,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE","To unsubscribe from your inclusive email list pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help us out! 9AE"
739,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,Subject: Your 2003 Registration Statement for 07808247860 shows that you are a member of the I. M.A. Call 08719899229 Identifier Code: 40411 Date: 06/11/04
740,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,"If you want to order a SiPix Digital Camera, call 09061221061 from landline. Delivery within 28days. P P Cs Box177. M221BP. 2yr warranty. 150ppm. £2.99 p p£3.99"
